respondent_id,xyz_vaccine,seasonal_vaccine
40899,0.22,0.62
40900,0.15,0.26
40901,0.21,0.53
40902,0.35,0.58
40903,0.13,0.26
40904,0.33,0.69
40905,0.34,0.87
40906,0.52,0.66
40907,0.46,0.42
40908,0.29,0.6
40909,0.29,0.48
40910,0.6,0.58
40911,0.09,0.63
40912,0.17,0.18
40913,0.19,0.38
40914,0.61,0.89
40915,0.24,0.53
40916,0.25,0.26
40917,0.17,0.58
40918,0.26,0.19
40919,0.57,0.85
40920,0.14,0.26
40921,0.22,0.5
40922,0.23,0.32
40923,0.31,0.28
40924,0.13,0.32
40925,0.11,0.14
40926,0.43,0.64
40927,0.13,0.18
40928,0.54,0.64
40929,0.17,0.38
40930,0.46,0.84
40931,0.27,0.36
40932,0.35,0.22
40933,0.69,0.79
40934,0.54,0.8
40935,0.24,0.64
40936,0.36,0.49
40937,0.13,0.26
40938,0.17,0.25
40939,0.26,0.74
40940,0.27,0.39
40941,0.14,0.23
40942,0.13,0.54
40943,0.07,0.08
40944,0.23,0.49
40945,0.11,0.57
40946,0.16,0.3
40947,0.14,0.12
40948,0.24,0.32
40949,0.12,0.67
40950,0.18,0.76
40951,0.83,0.89
40952,0.4,0.73
40953,0.18,0.81
40954,0.23,0.8
40955,0.17,0.35
40956,0.2,0.4
40957,0.3,0.19
40958,0.48,0.54
40959,0.32,0.32
40960,0.36,0.61
40961,0.3,0.36
40962,0.36,0.9
40963,0.17,0.17
40964,0.3,0.51
40965,0.53,0.83
40966,0.14,0.49
40967,0.19,0.12
40968,0.24,0.79
40969,0.15,0.64
40970,0.17,0.4
40971,0.13,0.4
40972,0.12,0.4
40973,0.11,0.15
40974,0.42,0.56
40975,0.51,0.47
40976,0.1,0.48
40977,0.23,0.75
40978,0.09,0.07
40979,0.49,0.81
40980,0.23,0.31
40981,0.19,0.56
40982,0.15,0.25
40983,0.42,0.47
40984,0.24,0.29
40985,0.77,0.85
40986,0.16,0.17
40987,0.48,0.64
40988,0.19,0.36
40989,0.33,0.74
40990,0.21,0.33
40991,0.27,0.48
40992,0.31,0.5
40993,0.2,0.2
40994,0.46,0.73
40995,0.02,0.09
40996,0.23,0.79
40997,0.2,0.66
40998,0.21,0.42
40999,0.28,0.32
41000,0.34,0.61
41001,0.11,0.13
41002,0.29,0.69
41003,0.14,0.72
41004,0.37,0.49
41005,0.23,0.45
41006,0.35,0.24
41007,0.23,0.6
41008,0.08,0.59
41009,0.31,0.24
41010,0.19,0.3
41011,0.46,0.62
41012,0.52,0.74
41013,0.45,0.25
41014,0.07,0.11
41015,0.19,0.73
41016,0.22,0.3
41017,0.13,0.56
41018,0.14,0.29
41019,0.28,0.36
41020,0.16,0.84
41021,0.26,0.38
41022,0.15,0.21
41023,0.17,0.62
41024,0.31,0.61
41025,0.18,0.19
41026,0.1,0.14
41027,0.47,0.67
41028,0.07,0.47
41029,0.25,0.29
41030,0.41,0.48
41031,0.54,0.61
41032,0.23,0.62
41033,0.23,0.44
41034,0.48,0.72
41035,0.2,0.66
41036,0.51,0.69
41037,0.1,0.71
41038,0.51,0.61
41039,0.14,0.27
41040,0.1,0.12
41041,0.39,0.32
41042,0.61,0.55
41043,0.31,0.25
41044,0.28,0.36
41045,0.09,0.71
41046,0.15,0.1
41047,0.24,0.26
41048,0.41,0.3
41049,0.32,0.24
41050,0.43,0.65
41051,0.3,0.82
41052,0.36,0.73
41053,0.51,0.76
41054,0.62,0.33
41055,0.16,0.21
41056,0.13,0.21
41057,0.18,0.18
41058,0.18,0.77
41059,0.22,0.32
41060,0.46,0.52
41061,0.22,0.27
41062,0.21,0.82
41063,0.23,0.3
41064,0.22,0.59
41065,0.21,0.28
41066,0.2,0.15
41067,0.24,0.37
41068,0.21,0.66
41069,0.63,0.78
41070,0.43,0.44
41071,0.12,0.46
41072,0.24,0.36
41073,0.19,0.76
41074,0.17,0.39
41075,0.24,0.48
41076,0.39,0.56
41077,0.16,0.16
41078,0.37,0.59
41079,0.23,0.33
41080,0.13,0.29
41081,0.11,0.64
41082,0.35,0.69
41083,0.19,0.44
41084,0.3,0.58
41085,0.31,0.37
41086,0.2,0.29
41087,0.21,0.78
41088,0.42,0.65
41089,0.46,0.44
41090,0.15,0.29
41091,0.81,0.82
41092,0.23,0.24
41093,0.17,0.25
41094,0.14,0.21
41095,0.16,0.39
41096,0.23,0.17
41097,0.34,0.35
41098,0.23,0.37
41099,0.37,0.48
41100,0.54,0.69
41101,0.13,0.4
41102,0.61,0.77
41103,0.09,0.15
41104,0.18,0.15
41105,0.34,0.26
41106,0.17,0.54
41107,0.74,0.87
41108,0.23,0.83
41109,0.38,0.56
41110,0.65,0.48
41111,0.07,0.49
41112,0.23,0.38
41113,0.56,0.8
41114,0.47,0.39
41115,0.28,0.49
41116,0.21,0.31
41117,0.33,0.64
41118,0.37,0.54
41119,0.15,0.5
41120,0.22,0.63
41121,0.33,0.68
41122,0.28,0.43
41123,0.35,0.12
41124,0.41,0.81
41125,0.24,0.42
41126,0.33,0.35
41127,0.31,0.42
41128,0.24,0.54
41129,0.19,0.25
41130,0.18,0.79
41131,0.32,0.27
41132,0.47,0.39
41133,0.23,0.65
41134,0.15,0.15
41135,0.15,0.2
41136,0.34,0.29
41137,0.12,0.24
41138,0.29,0.45
41139,0.37,0.49
41140,0.24,0.32
41141,0.41,0.4
41142,0.3,0.39
41143,0.28,0.52
41144,0.36,0.41
41145,0.38,0.74
41146,0.46,0.38
41147,0.14,0.22
41148,0.07,0.11
41149,0.26,0.17
41150,0.14,0.38
41151,0.17,0.82
41152,0.44,0.79
41153,0.12,0.32
41154,0.17,0.24
41155,0.21,0.39
41156,0.07,0.04
41157,0.16,0.59
41158,0.62,0.51
41159,0.21,0.34
41160,0.26,0.72
41161,0.16,0.07
41162,0.12,0.19
41163,0.19,0.24
41164,0.37,0.48
41165,0.57,0.65
41166,0.26,0.79
41167,0.2,0.76
41168,0.28,0.29
41169,0.11,0.66
41170,0.41,0.44
41171,0.67,0.86
41172,0.23,0.83
41173,0.06,0.1
41174,0.42,0.56
41175,0.12,0.64
41176,0.18,0.1
41177,0.34,0.68
41178,0.28,0.3
41179,0.16,0.52
41180,0.17,0.31
41181,0.28,0.38
41182,0.15,0.33
41183,0.22,0.21
41184,0.3,0.64
41185,0.25,0.29
41186,0.17,0.7
41187,0.08,0.08
41188,0.75,0.78
41189,0.28,0.23
41190,0.47,0.64
41191,0.66,0.55
41192,0.12,0.37
41193,0.44,0.79
41194,0.36,0.32
41195,0.25,0.17
41196,0.23,0.66
41197,0.14,0.15
41198,0.32,0.64
41199,0.24,0.75
41200,0.26,0.29
41201,0.12,0.19
41202,0.59,0.85
41203,0.58,0.61
41204,0.19,0.37
41205,0.11,0.06
41206,0.21,0.24
41207,0.1,0.17
41208,0.29,0.3
41209,0.18,0.74
41210,0.28,0.65
41211,0.16,0.35
41212,0.49,0.62
41213,0.28,0.27
41214,0.78,0.86
41215,0.08,0.62
41216,0.36,0.33
41217,0.18,0.29
41218,0.21,0.26
41219,0.16,0.2
41220,0.24,0.14
41221,0.51,0.62
41222,0.2,0.64
41223,0.68,0.86
41224,0.13,0.63
41225,0.19,0.15
41226,0.57,0.64
41227,0.18,0.17
41228,0.19,0.42
41229,0.33,0.57
41230,0.18,0.54
41231,0.2,0.18
41232,0.21,0.23
41233,0.29,0.49
41234,0.26,0.22
41235,0.61,0.61
41236,0.17,0.23
41237,0.34,0.46
41238,0.81,0.81
41239,0.27,0.08
41240,0.17,0.25
41241,0.3,0.32
41242,0.22,0.3
41243,0.29,0.24
41244,0.22,0.29
41245,0.46,0.3
41246,0.29,0.32
41247,0.31,0.43
41248,0.79,0.78
41249,0.71,0.77
41250,0.24,0.64
41251,0.17,0.51
41252,0.17,0.79
41253,0.7,0.88
41254,0.3,0.11
41255,0.58,0.72
41256,0.37,0.57
41257,0.54,0.69
41258,0.07,0.24
41259,0.27,0.37
41260,0.13,0.89
41261,0.3,0.49
41262,0.38,0.41
41263,0.11,0.4
41264,0.81,0.86
41265,0.24,0.37
41266,0.16,0.1
41267,0.12,0.17
41268,0.14,0.52
41269,0.58,0.88
41270,0.19,0.32
41271,0.28,0.32
41272,0.14,0.21
41273,0.19,0.17
41274,0.34,0.79
41275,0.12,0.16
41276,0.23,0.37
41277,0.23,0.22
41278,0.1,0.44
41279,0.22,0.26
41280,0.37,0.3
41281,0.2,0.46
41282,0.17,0.43
41283,0.15,0.31
41284,0.11,0.52
41285,0.24,0.26
41286,0.11,0.13
41287,0.42,0.51
41288,0.21,0.28
41289,0.34,0.63
41290,0.22,0.17
41291,0.43,0.74
41292,0.27,0.3
41293,0.15,0.05
41294,0.25,0.47
41295,0.33,0.43
41296,0.14,0.17
41297,0.25,0.45
41298,0.28,0.34
41299,0.21,0.34
41300,0.2,0.12
41301,0.27,0.21
41302,0.3,0.44
41303,0.11,0.27
41304,0.36,0.41
41305,0.52,0.58
41306,0.2,0.43
41307,0.33,0.49
41308,0.19,0.31
41309,0.07,0.16
41310,0.33,0.47
41311,0.35,0.57
41312,0.22,0.28
41313,0.18,0.67
41314,0.76,0.74
41315,0.15,0.14
41316,0.2,0.13
41317,0.37,0.47
41318,0.19,0.71
41319,0.17,0.2
41320,0.45,0.33
41321,0.47,0.48
41322,0.3,0.89
41323,0.15,0.33
41324,0.32,0.59
41325,0.25,0.34
41326,0.28,0.36
41327,0.04,0.13
41328,0.26,0.18
41329,0.78,0.9
41330,0.14,0.21
41331,0.25,0.35
41332,0.13,0.86
41333,0.33,0.57
41334,0.12,0.75
41335,0.07,0.43
41336,0.09,0.08
41337,0.5,0.6
41338,0.16,0.15
41339,0.2,0.74
41340,0.73,0.72
41341,0.28,0.56
41342,0.43,0.7
41343,0.43,0.62
41344,0.57,0.71
41345,0.24,0.19
41346,0.2,0.12
41347,0.11,0.12
41348,0.18,0.24
41349,0.14,0.47
41350,0.38,0.81
41351,0.27,0.28
41352,0.6,0.86
41353,0.22,0.21
41354,0.22,0.4
41355,0.3,0.17
41356,0.14,0.84
41357,0.23,0.21
41358,0.15,0.38
41359,0.23,0.29
41360,0.19,0.33
41361,0.29,0.3
41362,0.25,0.53
41363,0.19,0.4
41364,0.21,0.4
41365,0.22,0.48
41366,0.12,0.44
41367,0.06,0.09
41368,0.18,0.66
41369,0.16,0.17
41370,0.4,0.47
41371,0.17,0.26
41372,0.22,0.6
41373,0.08,0.17
41374,0.21,0.32
41375,0.34,0.28
41376,0.3,0.73
41377,0.2,0.64
41378,0.38,0.48
41379,0.1,0.29
41380,0.31,0.64
41381,0.1,0.13
41382,0.32,0.26
41383,0.23,0.38
41384,0.13,0.42
41385,0.17,0.19
41386,0.16,0.3
41387,0.53,0.48
41388,0.1,0.64
41389,0.07,0.23
41390,0.15,0.76
41391,0.75,0.67
41392,0.16,0.37
41393,0.35,0.74
41394,0.13,0.34
41395,0.24,0.41
41396,0.2,0.2
41397,0.16,0.61
41398,0.5,0.61
41399,0.12,0.68
41400,0.21,0.54
41401,0.46,0.64
41402,0.29,0.62
41403,0.15,0.3
41404,0.14,0.85
41405,0.15,0.18
41406,0.33,0.76
41407,0.14,0.67
41408,0.13,0.38
41409,0.4,0.48
41410,0.26,0.5
41411,0.18,0.52
41412,0.13,0.37
41413,0.74,0.78
41414,0.29,0.84
41415,0.21,0.5
41416,0.21,0.23
41417,0.17,0.77
41418,0.44,0.27
41419,0.53,0.84
41420,0.26,0.67
41421,0.76,0.89
41422,0.23,0.24
41423,0.27,0.77
41424,0.22,0.57
41425,0.39,0.72
41426,0.2,0.14
41427,0.17,0.45
41428,0.26,0.73
41429,0.16,0.28
41430,0.15,0.32
41431,0.59,0.73
41432,0.27,0.25
41433,0.58,0.79
41434,0.08,0.23
41435,0.07,0.16
41436,0.48,0.52
41437,0.31,0.54
41438,0.21,0.2
41439,0.11,0.09
41440,0.08,0.06
41441,0.19,0.55
41442,0.34,0.67
41443,0.25,0.18
41444,0.54,0.72
41445,0.21,0.28
41446,0.2,0.55
41447,0.44,0.67
41448,0.11,0.14
41449,0.23,0.81
41450,0.32,0.32
41451,0.09,0.25
41452,0.09,0.71
41453,0.52,0.59
41454,0.66,0.76
41455,0.28,0.57
41456,0.65,0.66
41457,0.25,0.46
41458,0.23,0.31
41459,0.17,0.17
41460,0.3,0.69
41461,0.54,0.8
41462,0.33,0.44
41463,0.26,0.77
41464,0.14,0.27
41465,0.19,0.54
41466,0.15,0.46
41467,0.15,0.58
41468,0.29,0.72
41469,0.58,0.46
41470,0.23,0.27
41471,0.62,0.68
41472,0.28,0.76
41473,0.46,0.66
41474,0.27,0.64
41475,0.11,0.66
41476,0.2,0.37
41477,0.21,0.44
41478,0.23,0.37
41479,0.27,0.37
41480,0.16,0.43
41481,0.22,0.37
41482,0.09,0.2
41483,0.13,0.67
41484,0.15,0.11
41485,0.17,0.29
41486,0.07,0.09
41487,0.33,0.59
41488,0.13,0.17
41489,0.28,0.53
41490,0.12,0.61
41491,0.41,0.74
41492,0.17,0.17
41493,0.52,0.56
41494,0.15,0.78
41495,0.22,0.39
41496,0.2,0.72
41497,0.13,0.56
41498,0.14,0.28
41499,0.14,0.32
41500,0.19,0.23
41501,0.51,0.67
41502,0.12,0.42
41503,0.28,0.27
41504,0.14,0.77
41505,0.25,0.68
41506,0.39,0.22
41507,0.13,0.14
41508,0.19,0.27
41509,0.23,0.29
41510,0.36,0.69
41511,0.28,0.47
41512,0.21,0.24
41513,0.52,0.55
41514,0.24,0.33
41515,0.14,0.45
41516,0.09,0.84
41517,0.2,0.15
41518,0.42,0.5
41519,0.41,0.78
41520,0.2,0.58
41521,0.22,0.65
41522,0.25,0.1
41523,0.09,0.07
41524,0.48,0.74
41525,0.17,0.72
41526,0.18,0.45
41527,0.36,0.35
41528,0.26,0.77
41529,0.33,0.26
41530,0.1,0.1
41531,0.44,0.64
41532,0.51,0.42
41533,0.53,0.47
41534,0.28,0.65
41535,0.16,0.23
41536,0.44,0.84
41537,0.24,0.52
41538,0.41,0.53
41539,0.15,0.44
41540,0.19,0.48
41541,0.65,0.77
41542,0.31,0.19
41543,0.35,0.5
41544,0.31,0.44
41545,0.22,0.56
41546,0.24,0.38
41547,0.22,0.58
41548,0.18,0.59
41549,0.11,0.54
41550,0.2,0.67
41551,0.15,0.81
41552,0.38,0.57
41553,0.19,0.44
41554,0.73,0.61
41555,0.15,0.33
41556,0.38,0.37
41557,0.31,0.83
41558,0.69,0.75
41559,0.42,0.54
41560,0.18,0.46
41561,0.42,0.42
41562,0.25,0.39
41563,0.14,0.45
41564,0.38,0.35
41565,0.12,0.4
41566,0.38,0.51
41567,0.31,0.4
41568,0.32,0.56
41569,0.15,0.39
41570,0.19,0.72
41571,0.13,0.12
41572,0.23,0.35
41573,0.46,0.69
41574,0.15,0.18
41575,0.65,0.81
41576,0.56,0.42
41577,0.23,0.86
41578,0.19,0.28
41579,0.2,0.19
41580,0.13,0.58
41581,0.21,0.08
41582,0.2,0.21
41583,0.25,0.56
41584,0.1,0.85
41585,0.31,0.17
41586,0.16,0.31
41587,0.47,0.66
41588,0.31,0.39
41589,0.74,0.81
41590,0.25,0.33
41591,0.19,0.66
41592,0.39,0.57
41593,0.18,0.45
41594,0.12,0.33
41595,0.21,0.2
41596,0.38,0.61
41597,0.12,0.13
41598,0.67,0.86
41599,0.27,0.76
41600,0.23,0.28
41601,0.52,0.53
41602,0.12,0.72
41603,0.18,0.15
41604,0.53,0.73
41605,0.29,0.49
41606,0.19,0.24
41607,0.24,0.39
41608,0.16,0.58
41609,0.21,0.44
41610,0.16,0.39
41611,0.28,0.52
41612,0.28,0.67
41613,0.56,0.59
41614,0.71,0.84
41615,0.81,0.83
41616,0.57,0.57
41617,0.15,0.75
41618,0.78,0.9
41619,0.26,0.44
41620,0.14,0.21
41621,0.33,0.58
41622,0.59,0.56
41623,0.39,0.69
41624,0.42,0.45
41625,0.73,0.46
41626,0.09,0.06
41627,0.22,0.19
41628,0.24,0.12
41629,0.19,0.16
41630,0.39,0.39
41631,0.6,0.66
41632,0.57,0.73
41633,0.15,0.27
41634,0.22,0.27
41635,0.31,0.52
41636,0.19,0.14
41637,0.19,0.16
41638,0.15,0.14
41639,0.27,0.54
41640,0.37,0.71
41641,0.43,0.44
41642,0.18,0.17
41643,0.15,0.46
41644,0.18,0.26
41645,0.17,0.76
41646,0.13,0.52
41647,0.19,0.77
41648,0.23,0.14
41649,0.18,0.46
41650,0.5,0.8
41651,0.14,0.87
41652,0.59,0.71
41653,0.17,0.11
41654,0.15,0.37
41655,0.19,0.21
41656,0.25,0.45
41657,0.28,0.26
41658,0.57,0.78
41659,0.32,0.4
41660,0.19,0.79
41661,0.54,0.74
41662,0.07,0.71
41663,0.22,0.16
41664,0.58,0.72
41665,0.12,0.33
41666,0.33,0.81
41667,0.19,0.37
41668,0.13,0.17
41669,0.11,0.15
41670,0.27,0.23
41671,0.04,0.09
41672,0.18,0.2
41673,0.21,0.19
41674,0.12,0.17
41675,0.29,0.46
41676,0.22,0.21
41677,0.3,0.43
41678,0.13,0.13
41679,0.32,0.41
41680,0.13,0.17
41681,0.77,0.8
41682,0.07,0.27
41683,0.24,0.3
41684,0.55,0.51
41685,0.21,0.39
41686,0.43,0.39
41687,0.09,0.11
41688,0.35,0.38
41689,0.24,0.18
41690,0.3,0.44
41691,0.51,0.83
41692,0.18,0.14
41693,0.39,0.29
41694,0.16,0.1
41695,0.54,0.73
41696,0.08,0.05
41697,0.08,0.31
41698,0.21,0.4
41699,0.32,0.29
41700,0.07,0.08
41701,0.46,0.56
41702,0.4,0.41
41703,0.33,0.26
41704,0.21,0.15
41705,0.19,0.37
41706,0.74,0.83
41707,0.13,0.25
41708,0.26,0.33
41709,0.62,0.55
41710,0.27,0.28
41711,0.82,0.7
41712,0.4,0.31
41713,0.13,0.87
41714,0.42,0.49
41715,0.18,0.11
41716,0.16,0.22
41717,0.11,0.13
41718,0.14,0.26
41719,0.17,0.48
41720,0.52,0.64
41721,0.09,0.24
41722,0.17,0.17
41723,0.23,0.82
41724,0.35,0.36
41725,0.34,0.7
41726,0.14,0.23
41727,0.75,0.77
41728,0.1,0.21
41729,0.17,0.3
41730,0.08,0.21
41731,0.06,0.43
41732,0.19,0.35
41733,0.28,0.79
41734,0.4,0.57
41735,0.18,0.27
41736,0.24,0.22
41737,0.21,0.19
41738,0.17,0.59
41739,0.28,0.59
41740,0.26,0.34
41741,0.2,0.54
41742,0.28,0.17
41743,0.23,0.62
41744,0.28,0.44
41745,0.18,0.14
41746,0.07,0.16
41747,0.61,0.53
41748,0.25,0.44
41749,0.26,0.37
41750,0.17,0.49
41751,0.69,0.65
41752,0.22,0.1
41753,0.18,0.48
41754,0.4,0.72
41755,0.13,0.33
41756,0.22,0.28
41757,0.62,0.76
41758,0.52,0.69
41759,0.18,0.28
41760,0.17,0.32
41761,0.55,0.73
41762,0.15,0.24
41763,0.34,0.33
41764,0.16,0.44
41765,0.13,0.21
41766,0.23,0.71
41767,0.15,0.81
41768,0.46,0.66
41769,0.14,0.58
41770,0.22,0.27
41771,0.3,0.21
41772,0.18,0.5
41773,0.24,0.19
41774,0.61,0.68
41775,0.12,0.17
41776,0.14,0.15
41777,0.35,0.67
41778,0.15,0.36
41779,0.15,0.28
41780,0.15,0.22
41781,0.13,0.3
41782,0.1,0.18
41783,0.11,0.28
41784,0.18,0.12
41785,0.11,0.28
41786,0.25,0.21
41787,0.14,0.67
41788,0.19,0.25
41789,0.2,0.44
41790,0.42,0.74
41791,0.3,0.63
41792,0.41,0.45
41793,0.29,0.41
41794,0.13,0.42
41795,0.1,0.05
41796,0.75,0.79
41797,0.23,0.24
41798,0.23,0.55
41799,0.71,0.77
41800,0.13,0.28
41801,0.26,0.5
41802,0.15,0.13
41803,0.23,0.25
41804,0.26,0.75
41805,0.22,0.08
41806,0.19,0.58
41807,0.15,0.04
41808,0.26,0.61
41809,0.16,0.38
41810,0.48,0.41
41811,0.04,0.25
41812,0.32,0.19
41813,0.18,0.45
41814,0.13,0.67
41815,0.3,0.42
41816,0.18,0.11
41817,0.2,0.2
41818,0.19,0.86
41819,0.33,0.71
41820,0.15,0.12
41821,0.25,0.29
41822,0.16,0.23
41823,0.12,0.25
41824,0.16,0.08
41825,0.09,0.49
41826,0.23,0.35
41827,0.23,0.3
41828,0.14,0.68
41829,0.27,0.17
41830,0.21,0.82
41831,0.31,0.51
41832,0.3,0.37
41833,0.15,0.24
41834,0.25,0.53
41835,0.38,0.62
41836,0.41,0.25
41837,0.3,0.1
41838,0.1,0.19
41839,0.43,0.63
41840,0.44,0.8
41841,0.21,0.59
41842,0.32,0.41
41843,0.14,0.87
41844,0.16,0.1
41845,0.19,0.28
41846,0.24,0.41
41847,0.2,0.29
41848,0.56,0.77
41849,0.13,0.31
41850,0.22,0.38
41851,0.36,0.5
41852,0.12,0.15
41853,0.09,0.27
41854,0.26,0.24
41855,0.27,0.61
41856,0.48,0.83
41857,0.15,0.27
41858,0.42,0.26
41859,0.4,0.18
41860,0.21,0.72
41861,0.23,0.4
41862,0.3,0.24
41863,0.2,0.47
41864,0.14,0.53
41865,0.48,0.86
41866,0.23,0.66
41867,0.66,0.66
41868,0.23,0.61
41869,0.14,0.24
41870,0.22,0.37
41871,0.28,0.84
41872,0.25,0.79
41873,0.54,0.72
41874,0.3,0.3
41875,0.26,0.74
41876,0.22,0.23
41877,0.19,0.24
41878,0.8,0.85
41879,0.14,0.88
41880,0.35,0.58
41881,0.15,0.16
41882,0.32,0.37
41883,0.18,0.58
41884,0.14,0.07
41885,0.42,0.65
41886,0.27,0.25
41887,0.43,0.7
41888,0.15,0.69
41889,0.12,0.28
41890,0.21,0.19
41891,0.14,0.1
41892,0.26,0.33
41893,0.4,0.76
41894,0.17,0.35
41895,0.41,0.58
41896,0.31,0.56
41897,0.26,0.28
41898,0.11,0.32
41899,0.22,0.26
41900,0.45,0.54
41901,0.16,0.39
41902,0.16,0.5
41903,0.46,0.56
41904,0.2,0.53
41905,0.23,0.27
41906,0.27,0.66
41907,0.5,0.75
41908,0.14,0.1
41909,0.61,0.77
41910,0.73,0.73
41911,0.27,0.45
41912,0.22,0.42
41913,0.14,0.17
41914,0.28,0.44
41915,0.16,0.11
41916,0.07,0.08
41917,0.15,0.28
41918,0.79,0.86
41919,0.14,0.28
41920,0.16,0.2
41921,0.28,0.62
41922,0.16,0.18
41923,0.21,0.71
41924,0.01,0.01
41925,0.24,0.4
41926,0.41,0.44
41927,0.43,0.37
41928,0.32,0.39
41929,0.35,0.26
41930,0.35,0.55
41931,0.13,0.23
41932,0.27,0.76
41933,0.44,0.51
41934,0.27,0.49
41935,0.19,0.28
41936,0.05,0.08
41937,0.56,0.77
41938,0.41,0.52
41939,0.09,0.13
41940,0.15,0.45
41941,0.78,0.82
41942,0.17,0.33
41943,0.19,0.22
41944,0.24,0.36
41945,0.48,0.64
41946,0.22,0.38
41947,0.21,0.31
41948,0.24,0.18
41949,0.33,0.1
41950,0.53,0.52
41951,0.21,0.66
41952,0.18,0.26
41953,0.22,0.74
41954,0.19,0.28
41955,0.21,0.31
41956,0.12,0.47
41957,0.14,0.19
41958,0.65,0.77
41959,0.3,0.78
41960,0.23,0.43
41961,0.68,0.75
41962,0.23,0.3
41963,0.19,0.54
41964,0.22,0.67
41965,0.48,0.73
41966,0.14,0.73
41967,0.12,0.36
41968,0.11,0.15
41969,0.35,0.2
41970,0.24,0.25
41971,0.78,0.78
41972,0.19,0.74
41973,0.28,0.67
41974,0.15,0.33
41975,0.23,0.38
41976,0.21,0.75
41977,0.21,0.18
41978,0.12,0.12
41979,0.4,0.75
41980,0.15,0.78
41981,0.14,0.05
41982,0.47,0.55
41983,0.23,0.45
41984,0.22,0.69
41985,0.57,0.87
41986,0.27,0.4
41987,0.58,0.63
41988,0.09,0.21
41989,0.58,0.43
41990,0.27,0.26
41991,0.29,0.47
41992,0.2,0.85
41993,0.15,0.31
41994,0.2,0.18
41995,0.47,0.47
41996,0.31,0.55
41997,0.17,0.43
41998,0.2,0.27
41999,0.42,0.79
42000,0.17,0.16
42001,0.25,0.79
42002,0.28,0.19
42003,0.22,0.2
42004,0.41,0.42
42005,0.25,0.31
42006,0.56,0.64
42007,0.33,0.61
42008,0.32,0.13
42009,0.32,0.68
42010,0.29,0.65
42011,0.19,0.27
42012,0.15,0.18
42013,0.35,0.85
42014,0.26,0.54
42015,0.17,0.52
42016,0.17,0.83
42017,0.57,0.83
42018,0.19,0.26
42019,0.64,0.57
42020,0.14,0.26
42021,0.3,0.53
42022,0.79,0.92
42023,0.2,0.74
42024,0.19,0.11
42025,0.41,0.58
42026,0.48,0.79
42027,0.23,0.69
42028,0.18,0.53
42029,0.12,0.14
42030,0.26,0.18
42031,0.11,0.18
42032,0.7,0.53
42033,0.23,0.34
42034,0.29,0.42
42035,0.05,0.12
42036,0.17,0.4
42037,0.2,0.38
42038,0.14,0.92
42039,0.15,0.23
42040,0.35,0.83
42041,0.56,0.76
42042,0.17,0.29
42043,0.14,0.21
42044,0.42,0.44
42045,0.23,0.44
42046,0.35,0.43
42047,0.32,0.48
42048,0.32,0.28
42049,0.49,0.62
42050,0.11,0.49
42051,0.26,0.65
42052,0.16,0.33
42053,0.14,0.32
42054,0.16,0.67
42055,0.74,0.79
42056,0.12,0.47
42057,0.19,0.69
42058,0.55,0.75
42059,0.2,0.26
42060,0.22,0.37
42061,0.1,0.2
42062,0.09,0.11
42063,0.38,0.25
42064,0.28,0.57
42065,0.56,0.44
42066,0.17,0.07
42067,0.2,0.34
42068,0.31,0.51
42069,0.26,0.19
42070,0.16,0.23
42071,0.02,0.15
42072,0.39,0.82
42073,0.19,0.18
42074,0.39,0.39
42075,0.25,0.44
42076,0.23,0.81
42077,0.16,0.06
42078,0.64,0.75
42079,0.18,0.23
42080,0.22,0.17
42081,0.2,0.28
42082,0.19,0.58
42083,0.13,0.57
42084,0.59,0.66
42085,0.34,0.51
42086,0.27,0.48
42087,0.4,0.76
42088,0.17,0.36
42089,0.15,0.69
42090,0.18,0.28
42091,0.12,0.09
42092,0.21,0.19
42093,0.51,0.66
42094,0.22,0.39
42095,0.17,0.3
42096,0.25,0.14
42097,0.07,0.11
42098,0.5,0.66
42099,0.22,0.29
42100,0.81,0.78
42101,0.46,0.33
42102,0.25,0.53
42103,0.14,0.23
42104,0.25,0.26
42105,0.19,0.43
42106,0.21,0.25
42107,0.32,0.34
42108,0.38,0.71
42109,0.6,0.55
42110,0.24,0.28
42111,0.27,0.51
42112,0.1,0.1
42113,0.25,0.52
42114,0.16,0.31
42115,0.12,0.13
42116,0.16,0.78
42117,0.09,0.19
42118,0.71,0.79
42119,0.39,0.72
42120,0.15,0.62
42121,0.33,0.41
42122,0.19,0.52
42123,0.19,0.58
42124,0.33,0.38
42125,0.76,0.87
42126,0.13,0.75
42127,0.43,0.54
42128,0.14,0.53
42129,0.16,0.34
42130,0.46,0.69
42131,0.21,0.35
42132,0.08,0.11
42133,0.29,0.43
42134,0.22,0.46
42135,0.16,0.16
42136,0.4,0.54
42137,0.32,0.32
42138,0.61,0.57
42139,0.37,0.44
42140,0.21,0.24
42141,0.15,0.35
42142,0.13,0.17
42143,0.22,0.34
42144,0.08,0.21
42145,0.11,0.41
42146,0.22,0.57
42147,0.21,0.54
42148,0.33,0.74
42149,0.22,0.32
42150,0.3,0.77
42151,0.45,0.82
42152,0.14,0.46
42153,0.41,0.45
42154,0.75,0.85
42155,0.1,0.61
42156,0.25,0.46
42157,0.28,0.39
42158,0.2,0.48
42159,0.17,0.18
42160,0.28,0.45
42161,0.28,0.42
42162,0.22,0.26
42163,0.18,0.72
42164,0.23,0.3
42165,0.12,0.14
42166,0.31,0.17
42167,0.24,0.35
42168,0.15,0.45
